Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365),,
09-Sep-21,507987,3.3,3.3,0,0.0056,0.0055,0.1051,0.55,10.51
09-Sep-21,507998,41.4,40.35,0.0257,0.0489,0.0488,0.9323,4.88,93.23
09-Sep-21,508136,207.25,209.7,-0.0118,0.0346,0.0345,0.6591,3.45,65.91
09-Sep-21,508306,26.85,26.35,0.0188,0.0258,0.0258,0.4929,2.58,49.29
09-Sep-21,508486,6197.3,6156.75,0.0066,0.0163,0.0162,0.3095,1.62,30.95
09-Sep-21,508494,82.8,83,-0.0024,0.0341,0.034,0.6496,3.4,64.96
09-Sep-21,508571,45,46,-0.022,0.0156,0.0156,0.298,1.56,29.8
09-Sep-21,508664,19,19.2,-0.0105,0.0251,0.0251,0.4795,2.51,47.95
09-Sep-21,508670,3375,3385.05,-0.003,0.0217,0.0216,0.4127,2.16,41.27
09-Sep-21,508807,480,486,-0.0124,0.0353,0.0352,0.6725,3.52,67.25
09-Sep-21,508867,9.1,9.1,0,0,0,0,0,0
09-Sep-21,508875,95.3,98.95,-0.0376,0.0364,0.0364,0.6954,3.64,69.54
09-Sep-21,508905,42.4,44.6,-0.0506,0.0293,0.0295,0.5636,2.95,56.36
09-Sep-21,508918,39.5,39.45,0.0013,0.0277,0.0277,0.5292,2.77,52.92
09-Sep-21,508922,13.52,14.23,-0.0512,0.0396,0.0397,0.7585,3.97,75.85
09-Sep-21,508929,9.41,9.41,0,0.0276,0.0275,0.5254,2.75,52.54
09-Sep-21,508941,561.15,558.75,0.0043,0.0253,0.0252,0.4814,2.52,48.14
09-Sep-21,508954,54.25,52.5,0.0328,0.0335,0.0335,0.64,3.35,64
09-Sep-21,508956,2.77,2.65,0.0443,0.0318,0.0319,0.6094,3.19,60.94
09-Sep-21,508961,31.75,31.75,0,0.0057,0.0057,0.1089,0.57,10.89
09-Sep-21,508963,3.26,3.43,-0.0508,0.0269,0.027,0.5158,2.7,51.58
09-Sep-21,508969,2.2,2.27,-0.0313,0.035,0.035,0.6687,3.5,66.87
09-Sep-21,508980,3.72,3.72,0,0,0,0,0,0
09-Sep-21,508993,2.45,2.45,0,0,0,0,0,0
09-Sep-21,508996,1.23,1.25,-0.0161,0.0297,0.0297,0.5674,2.97,56.74
09-Sep-21,509003,0.12,0.12,0,0,0,0,0,0
09-Sep-21,509015,9.25,8.83,0.0465,0.0153,0.0156,0.298,1.56,29.8
09-Sep-21,509026,63,60,0.0488,0.0201,0.0203,0.3878,2.03,38.78
09-Sep-21,509038,21.8,21.8,0,0.0057,0.0057,0.1089,0.57,10.89
09-Sep-21,509040,15.2,16,-0.0513,0.0309,0.031,0.5923,3.1,59.23
09-Sep-21,509048,11.84,11.5,0.0291,0.0415,0.0414,0.7909,4.14,79.09
09-Sep-21,509051,1.44,1.39,0.0353,0.0447,0.0447,0.854,4.47,85.4
09-Sep-21,509053,7.18,7.19,-0.0014,0.0398,0.0397,0.7585,3.97,75.85
09-Sep-21,509073,17.3,17.8,-0.0285,0.0256,0.0256,0.4891,2.56,48.91
09-Sep-21,509084,20.9,20.9,0,0.0198,0.0197,0.3764,1.97,37.64
09-Sep-21,509099,13.78,13.78,0,0.0072,0.0072,0.1376,0.72,13.76
09-Sep-21,509162,84.95,87.75,-0.0324,0.0341,0.034,0.6496,3.4,64.96
09-Sep-21,509196,43.25,42.9,0.0081,0.0328,0.0327,0.6247,3.27,62.47
09-Sep-21,509423,44.9,43.8,0.0248,0.0316,0.0315,0.6018,3.15,60.18
09-Sep-21,509438,1539.45,1553,-0.0088,0.0214,0.0214,0.4088,2.14,40.88
09-Sep-21,509449,42.75,43.25,-0.0116,0.0332,0.0332,0.6343,3.32,63.43
09-Sep-21,509470,12695.05,12800,-0.0082,0.0281,0.028,0.5349,2.8,53.49
09-Sep-21,509472,341.2,333.6,0.0225,0.0365,0.0365,0.6973,3.65,69.73
09-Sep-21,509486,147.85,147.4,0.003,0.0397,0.0397,0.7585,3.97,75.85
09-Sep-21,509525,795.35,783.8,0.0146,0.0294,0.0294,0.5617,2.94,56.17
09-Sep-21,509546,15.9,15.45,0.0287,0.0335,0.0335,0.64,3.35,64
09-Sep-21,509563,10,9.89,0.0111,0.0334,0.0334,0.6381,3.34,63.81
09-Sep-21,509597,240.55,252,-0.0465,0.0312,0.0313,0.598,3.13,59.8
09-Sep-21,509650,35.15,35.15,0,0.001,0.0009,0.0172,0.09,1.72
09-Sep-21,509709,73.25,76.65,-0.0454,0.0395,0.0395,0.7546,3.95,75.46
09-Sep-21,509760,17.85,17.85,0,0.0183,0.0183,0.3496,1.83,34.96
09-Sep-21,509782,17.95,17.95,0,0,0,0,0,0
09-Sep-21,509835,24.25,25.2,-0.0384,0.0314,0.0315,0.6018,3.15,60.18
09-Sep-21,509845,383.95,404.15,-0.0513,0.0151,0.0155,0.2961,1.55,29.61
09-Sep-21,509870,55.1,55.1,0,0.0009,0.0009,0.0172,0.09,1.72
09-Sep-21,509887,215.25,215.25,0,0.0252,0.0251,0.4795,2.51,47.95
09-Sep-21,509895,291.2,293.1,-0.0065,0.0396,0.0395,0.7546,3.95,75.46
09-Sep-21,509910,162.6,162.6,0,0.0053,0.0052,0.0993,0.52,9.93
09-Sep-21,509917,53.2,53.2,0,0,0,0,0,0
09-Sep-21,509945,384,366,0.048,0.0306,0.0307,0.5865,3.07,58.65
09-Sep-21,509953,48,48,0,0.0085,0.0085,0.1624,0.85,16.24
09-Sep-21,510245,6.85,6.56,0.0433,0.0356,0.0356,0.6801,3.56,68.01
09-Sep-21,511000,1.29,1.29,0,0.0157,0.0156,0.298,1.56,29.8
09-Sep-21,511012,0.57,0.6,-0.0513,0.0314,0.0316,0.6037,3.16,60.37
09-Sep-21,511016,5.48,5.57,-0.0163,0.0254,0.0254,0.4853,2.54,48.53
09-Sep-21,511018,18.25,17.5,0.042,0.03,0.03,0.5731,3,57.31
09-Sep-21,511048,5.18,5.18,0,0,0,0,0,0
09-Sep-21,511060,17,17,0,0,0,0,0,0
09-Sep-21,511066,19.65,19.7,-0.0025,0.0323,0.0323,0.6171,3.23,61.71
09-Sep-21,511074,253.2,253.2,0,0.0011,0.0011,0.021,0.11,2.1
09-Sep-21,511076,30,30.3,-0.01,0.0343,0.0343,0.6553,3.43,65.53
09-Sep-21,511096,12,12,0,0,0,0,0,0
09-Sep-21,511110,7.8,7.46,0.0446,0.0356,0.0357,0.682,3.57,68.2
09-Sep-21,511116,0.37,0.36,0.0274,0.0286,0.0285,0.5445,2.85,54.45
09-Sep-21,511122,40,40,0,0.0137,0.0137,0.2617,1.37,26.17
09-Sep-21,511131,9.82,10.33,-0.0506,0.0398,0.0399,0.7623,3.99,76.23
09-Sep-21,511144,6.42,6.36,0.0094,0.0367,0.0366,0.6992,3.66,69.92
09-Sep-21,511147,20.6,20.95,-0.0168,0.0395,0.0394,0.7527,3.94,75.27
09-Sep-21,511149,15.41,15.41,0,0.0049,0.0049,0.0936,0.49,9.36
09-Sep-21,511153,209.5,211,-0.0071,0.0305,0.0304,0.5808,3.04,58.08
09-Sep-21,511169,3.75,3.75,0,0.0629,0.0627,1.1979,6.27,119.79
09-Sep-21,511176,25.45,25.45,0,0.0233,0.0232,0.4432,2.32,44.32
09-Sep-21,511185,5.75,5.75,0,0.0023,0.0023,0.0439,0.23,4.39
09-Sep-21,511187,1.8,1.8,0,0.026,0.026,0.4967,2.6,49.67
09-Sep-21,511200,62,62,0,0.0023,0.0022,0.042,0.22,4.2
09-Sep-21,511260,15.85,15.85,0,0.0114,0.0114,0.2178,1.14,21.78
09-Sep-21,511355,8.06,7.83,0.029,0.0374,0.0373,0.7126,3.73,71.26
09-Sep-21,511359,25.6,25.05,0.0217,0.0305,0.0305,0.5827,3.05,58.27
09-Sep-21,511367,3.42,3.42,0,0.0086,0.0086,0.1643,0.86,16.43
09-Sep-21,511377,9.69,9.69,0,0.0272,0.0271,0.5177,2.71,51.77
09-Sep-21,511391,12.54,13.2,-0.0513,0.0297,0.0298,0.5693,2.98,56.93
09-Sep-21,511411,51.25,48.5,0.0552,0.0344,0.0345,0.6591,3.45,65.91
09-Sep-21,511441,8.78,8.53,0.0289,0.028,0.028,0.5349,2.8,53.49
09-Sep-21,511451,4.22,4.22,0,0.0269,0.0268,0.512,2.68,51.2
09-Sep-21,511463,19.3,19.35,-0.0026,0.0325,0.0325,0.6209,3.25,62.09
09-Sep-21,511501,24.5,24.85,-0.0142,0.0404,0.0403,0.7699,4.03,76.99
09-Sep-21,511507,9.03,9.49,-0.0497,0.0284,0.0285,0.5445,2.85,54.45
09-Sep-21,511509,89.8,90.9,-0.0122,0.0483,0.0482,0.9209,4.82,92.09
09-Sep-21,511523,10.13,10.45,-0.0311,0.0397,0.0396,0.7566,3.96,75.66
09-Sep-21,511525,1.02,1.05,-0.029,0.0291,0.0291,0.556,2.91,55.6
09-Sep-21,511533,48.7,49.5,-0.0163,0.0416,0.0415,0.7929,4.15,79.29
09-Sep-21,511535,19.48,18.58,0.0473,0.0215,0.0217,0.4146,2.17,41.46
09-Sep-21,511539,9.6,9.68,-0.0083,0.0122,0.0122,0.2331,1.22,23.31
09-Sep-21,511543,8.15,8.15,0,0.0327,0.0326,0.6228,3.26,62.28
09-Sep-21,511549,58.55,61.9,-0.0556,0.0393,0.0394,0.7527,3.94,75.27
09-Sep-21,511551,133.1,136.1,-0.0223,0.0377,0.0376,0.7183,3.76,71.83
09-Sep-21,511557,35.1,34.5,0.0172,0.0349,0.0348,0.6649,3.48,66.49
09-Sep-21,511571,52.5,52,0.0096,0.0363,0.0362,0.6916,3.62,69.16
09-Sep-21,511577,10.5,10.5,0,0.0186,0.0185,0.3534,1.85,35.34
09-Sep-21,511585,1.47,1.5,-0.0202,0.0091,0.0092,0.1758,0.92,17.58
09-Sep-21,511589,37.95,37.85,0.0026,0.0447,0.0445,0.8502,4.45,85.02
09-Sep-21,511593,6.21,5.93,0.0461,0.0237,0.0238,0.4547,2.38,45.47
09-Sep-21,511601,8.91,8.78,0.0147,0.0363,0.0362,0.6916,3.62,69.16
09-Sep-21,511609,13.85,13.85,0,0.0269,0.0268,0.512,2.68,51.2
09-Sep-21,511628,50.5,51.15,-0.0128,0.0383,0.0382,0.7298,3.82,72.98
09-Sep-21,511654,8.08,8.08,0,0.0327,0.0327,0.6247,3.27,62.47
09-Sep-21,511658,63.65,63.65,0,0.0303,0.0302,0.577,3.02,57.7
09-Sep-21,511672,49.85,48.5,0.0275,0.0387,0.0387,0.7394,3.87,73.94
09-Sep-21,511688,8.36,8.36,0,0.0164,0.0164,0.3133,1.64,31.33
09-Sep-21,511692,34.4,34.4,0,0.023,0.023,0.4394,2.3,43.94
09-Sep-21,511696,49.1,49.1,0,0.0201,0.02,0.3821,2,38.21
09-Sep-21,511700,1.45,1.45,0,0.0125,0.0125,0.2388,1.25,23.88
09-Sep-21,511702,7.4,7.4,0,0.0217,0.0216,0.4127,2.16,41.27
09-Sep-21,511710,1.05,1.05,0,0.0379,0.0378,0.7222,3.78,72.22
09-Sep-21,511712,13.89,14.6,-0.0499,0.0264,0.0266,0.5082,2.66,50.82
09-Sep-21,511714,28,29,-0.0351,0.026,0.026,0.4967,2.6,49.67
09-Sep-21,511716,4.29,4.25,0.0094,0.0356,0.0355,0.6782,3.55,67.82
09-Sep-21,511724,34.85,33.6,0.0365,0.0415,0.0415,0.7929,4.15,79.29
09-Sep-21,511728,14.56,14.56,0,0.0302,0.0301,0.5751,3.01,57.51
09-Sep-21,511730,10.44,9.95,0.0481,0.0263,0.0265,0.5063,2.65,50.63
09-Sep-21,511736,3.37,3.21,0.0486,0.0333,0.0334,0.6381,3.34,63.81
09-Sep-21,511738,26.25,25,0.0488,0.021,0.0213,0.4069,2.13,40.69
09-Sep-21,511754,83.8,87.55,-0.0438,0.0369,0.0369,0.705,3.69,70.5
09-Sep-21,511756,4.02,3.83,0.0484,0.0225,0.0227,0.4337,2.27,43.37
09-Sep-21,511758,24.55,23.4,0.048,0.0289,0.0291,0.556,2.91,55.6
09-Sep-21,511760,3.9,3.9,0,0.0119,0.0118,0.2254,1.18,22.54
09-Sep-21,511764,15.45,15.95,-0.0318,0.0421,0.0421,0.8043,4.21,80.43
09-Sep-21,511768,99,97,0.0204,0.039,0.0389,0.7432,3.89,74.32
09-Sep-21,512008,81.05,81.05,0,0.011,0.011,0.2102,1.1,21.02
09-Sep-21,512014,1.8,1.8,0,0.0038,0.0038,0.0726,0.38,7.26
09-Sep-21,512018,1.8,1.79,0.0056,0.0462,0.0461,0.8807,4.61,88.07
09-Sep-21,512020,1886.05,1883.25,0.0015,0.0354,0.0353,0.6744,3.53,67.44
09-Sep-21,512022,244.45,244.45,0,0,0,0,0,0
09-Sep-21,512024,24,24,0,0.0021,0.0021,0.0401,0.21,4.01
09-Sep-21,512025,76,76,0,0,0,0,0,0
09-Sep-21,512026,1.7,1.7,0,0.043,0.0429,0.8196,4.29,81.96
09-Sep-21,512036,31,31,0,0.0155,0.0155,0.2961,1.55,29.61
09-Sep-21,512047,1.85,1.77,0.0442,0.0344,0.0344,0.6572,3.44,65.72
09-Sep-21,512048,1.1,1.15,-0.0445,0.0307,0.0308,0.5884,3.08,58.84
09-Sep-21,512062,9.99,9.99,0,0,0,0,0,0
09-Sep-21,512064,74.5,78.4,-0.051,0.0329,0.033,0.6305,3.3,63.05
09-Sep-21,512065,4,4,0,0,0,0,0,0
09-Sep-21,512068,20.05,19.7,0.0176,0.0364,0.0363,0.6935,3.63,69.35
09-Sep-21,512093,2.73,2.71,0.0074,0.0389,0.0388,0.7413,3.88,74.13
09-Sep-21,512099,19.65,19.65,0,0.0011,0.0011,0.021,0.11,2.1
09-Sep-21,512101,17.4,17.4,0,0,0,0,0,0
09-Sep-21,512103,51.2,48.8,0.048,0.0245,0.0247,0.4719,2.47,47.19
09-Sep-21,512109,8.39,8.39,0,0.0064,0.0064,0.1223,0.64,12.23
09-Sep-21,512117,3.67,3.67,0,0,0,0,0,0
09-Sep-21,512165,86.9,88.25,-0.0154,0.0354,0.0354,0.6763,3.54,67.63
09-Sep-21,512169,5.59,5.59,0,0.0216,0.0215,0.4108,2.15,41.08
09-Sep-21,512175,9.46,9.63,-0.0178,0.0449,0.0448,0.8559,4.48,85.59
09-Sep-21,512197,4.1,4.1,0,0.0223,0.0222,0.4241,2.22,42.41
09-Sep-21,512213,15.5,15.5,0,0,0,0,0,0
09-Sep-21,512215,30.9,30.9,0,0.0159,0.0159,0.3038,1.59,30.38
09-Sep-21,512217,6.38,6.3,0.0126,0.0358,0.0357,0.682,3.57,68.2
09-Sep-21,512229,146.55,143.7,0.0196,0.0172,0.0172,0.3286,1.72,32.86
09-Sep-21,512247,4.62,4.6,0.0043,0.0325,0.0325,0.6209,3.25,62.09
09-Sep-21,512257,4.27,4.33,-0.014,0.0409,0.0408,0.7795,4.08,77.95
09-Sep-21,512261,3,3,0,0,0,0,0,0
09-Sep-21,512267,5.97,6,-0.005,0.0377,0.0376,0.7183,3.76,71.83
09-Sep-21,512271,110.75,110.75,0,0.0005,0.0005,0.0096,0.05,0.96
09-Sep-21,512277,20.05,20.05,0,0,0,0,0,0
09-Sep-21,512279,12.14,11.9,0.02,0.0246,0.0246,0.47,2.46,47
09-Sep-21,512297,34.65,33,0.0488,0.0214,0.0216,0.4127,2.16,41.27
09-Sep-21,512329,304.6,290.1,0.0488,0.0233,0.0235,0.449,2.35,44.9
09-Sep-21,512341,0.29,0.29,0,0,0,0,0,0
09-Sep-21,512344,2.41,2.33,0.0338,0.0338,0.0338,0.6457,3.38,64.57
09-Sep-21,512345,17.65,17.65,0,0,0,0,0,0
09-Sep-21,512359,4.47,4.47,0,0.0251,0.0251,0.4795,2.51,47.95
09-Sep-21,512367,11.52,11.52,0,0.003,0.003,0.0573,0.3,5.73
09-Sep-21,512377,2.89,2.89,0,0,0,0,0,0
09-Sep-21,512379,2.15,2.26,-0.0499,0.0302,0.0303,0.5789,3.03,57.89
09-Sep-21,512381,137.3,131.15,0.0458,0.0386,0.0387,0.7394,3.87,73.94
09-Sep-21,512393,65.6,66.3,-0.0106,0.0368,0.0367,0.7012,3.67,70.12
09-Sep-21,512399,49.8,52.3,-0.049,0.0352,0.0352,0.6725,3.52,67.25
09-Sep-21,512408,10.05,10.05,0,0,0,0,0,0
09-Sep-21,512415,3.1,3.1,0,0,0,0,0,0
09-Sep-21,512425,579.25,559.7,0.0343,0.0322,0.0322,0.6152,3.22,61.52
09-Sep-21,512437,572.05,544.85,0.0487,0.0353,0.0354,0.6763,3.54,67.63
09-Sep-21,512441,25.95,26.8,-0.0322,0.0139,0.014,0.2675,1.4,26.75
09-Sep-21,512443,10.1,10.1,0,0.0049,0.0049,0.0936,0.49,9.36
09-Sep-21,512453,1166.75,1184.45,-0.0151,0.0429,0.0428,0.8177,4.28,81.77
09-Sep-21,512455,74.65,72.8,0.0251,0.0382,0.0381,0.7279,3.81,72.79
09-Sep-21,512463,6.8,7.15,-0.0502,0.0298,0.0299,0.5712,2.99,57.12
09-Sep-21,512477,94.05,89.6,0.0485,0.0324,0.0325,0.6209,3.25,62.09
09-Sep-21,512479,87.15,87.15,0,0.0148,0.0148,0.2828,1.48,28.28
09-Sep-21,512481,4.09,4.11,-0.0049,0.0285,0.0285,0.5445,2.85,54.45
09-Sep-21,512485,11.84,11.84,0,0.0107,0.0107,0.2044,1.07,20.44
09-Sep-21,512489,47.9,45.65,0.0481,0.0226,0.0228,0.4356,2.28,43.56
09-Sep-21,512493,25.5,25,0.0198,0.0363,0.0362,0.6916,3.62,69.16
09-Sep-21,512499,0.49,0.49,0,0.0076,0.0076,0.1452,0.76,14.52
09-Sep-21,512511,1,1,0,0,0,0,0,0
09-Sep-21,512527,638.05,643.2,-0.008,0.0304,0.0303,0.5789,3.03,57.89
09-Sep-21,512565,5.45,5.7,-0.0449,0.0204,0.0206,0.3936,2.06,39.36
09-Sep-21,512589,10,10,0,0.0349,0.0348,0.6649,3.48,66.49
09-Sep-21,512591,1.89,1.89,0,0.008,0.008,0.1528,0.8,15.28
09-Sep-21,512595,12,12,0,0.0127,0.0127,0.2426,1.27,24.26
09-Sep-21,512600,10.8,10.8,0,0.0075,0.0075,0.1433,0.75,14.33
09-Sep-21,512604,4.58,4.37,0.0469,0.0592,0.0592,1.131,5.92,113.1
09-Sep-21,512618,4.2,4.25,-0.0118,0.0294,0.0294,0.5617,2.94,56.17
09-Sep-21,512624,1.99,1.98,0.005,0.0323,0.0322,0.6152,3.22,61.52
09-Sep-21,512634,46.15,46.8,-0.014,0.0337,0.0336,0.6419,3.36,64.19
09-Sep-21,513005,20.5,19.95,0.0272,0.0351,0.0351,0.6706,3.51,67.06
09-Sep-21,513039,3.16,3.16,0,0,0,0,0,0
09-Sep-21,513043,26.15,27.25,-0.0412,0.038,0.038,0.726,3.8,72.6
09-Sep-21,513059,9.81,10.18,-0.037,0.0384,0.0384,0.7336,3.84,73.36
09-Sep-21,513063,12.17,12.17,0,0.0313,0.0313,0.598,3.13,59.8
09-Sep-21,513117,3.37,3.22,0.0455,0.0329,0.033,0.6305,3.3,63.05
09-Sep-21,513149,137.3,137.3,0,0.0409,0.0408,0.7795,4.08,77.95
09-Sep-21,513173,32.05,33.7,-0.0502,0.0309,0.031,0.5923,3.1,59.23
09-Sep-21,513252,470.8,480.45,-0.0203,0.0338,0.0337,0.6438,3.37,64.38
09-Sep-21,513295,2.02,1.94,0.0404,0.0301,0.0301,0.5751,3.01,57.51
09-Sep-21,513303,3.99,3.99,0,0.0341,0.034,0.6496,3.4,64.96
09-Sep-21,513305,2,2.1,-0.0488,0.0391,0.0392,0.7489,3.92,74.89
09-Sep-21,513307,36.1,38,-0.0513,0.0286,0.0288,0.5502,2.88,55.02
09-Sep-21,513309,16.9,17,-0.0059,0.0494,0.0493,0.9419,4.93,94.19
09-Sep-21,513353,134.9,132,0.0217,0.0313,0.0312,0.5961,3.12,59.61
09-Sep-21,513361,1.33,1.38,-0.0369,0.0362,0.0362,0.6916,3.62,69.16
09-Sep-21,513369,54.9,55.9,-0.0181,0.038,0.0379,0.7241,3.79,72.41
09-Sep-21,513397,9.24,9.24,0,0.0258,0.0257,0.491,2.57,49.1
09-Sep-21,513401,13.93,14,-0.005,0.0306,0.0305,0.5827,3.05,58.27
09-Sep-21,513418,3.55,3.73,-0.0495,0.0228,0.023,0.4394,2.3,43.94
09-Sep-21,513422,11.1,11.22,-0.0108,0.0101,0.0101,0.193,1.01,19.3
09-Sep-21,513430,6.5,6.5,0,0.0274,0.0273,0.5216,2.73,52.16
09-Sep-21,513452,9.75,10.26,-0.051,0.0279,0.0281,0.5368,2.81,53.68
09-Sep-21,513456,19.25,20.15,-0.0457,0.0316,0.0317,0.6056,3.17,60.56
09-Sep-21,513460,7.16,6.82,0.0487,0.0287,0.0288,0.5502,2.88,55.02
09-Sep-21,513472,43.85,42.05,0.0419,0.04,0.0401,0.7661,4.01,76.61
09-Sep-21,513488,25.6,25.45,0.0059,0.041,0.0409,0.7814,4.09,78.14
09-Sep-21,513496,12.8,12.8,0,0.0032,0.0032,0.0611,0.32,6.11
09-Sep-21,513498,18.05,19,-0.0513,0.0264,0.0266,0.5082,2.66,50.82
09-Sep-21,513502,1.93,2.01,-0.0406,0.0296,0.0297,0.5674,2.97,56.74
09-Sep-21,513507,48.9,48.9,0,0.0272,0.0271,0.5177,2.71,51.77
09-Sep-21,513511,92.8,93.1,-0.0032,0.0349,0.0348,0.6649,3.48,66.49
09-Sep-21,513513,8.5,8.94,-0.0505,0.0349,0.035,0.6687,3.5,66.87
09-Sep-21,513515,1.94,2.15,-0.1028,0.0401,0.0407,0.7776,4.07,77.76
09-Sep-21,513517,219.9,223.1,-0.0144,0.0335,0.0335,0.64,3.35,64
09-Sep-21,513528,2.6,2.64,-0.0153,0.032,0.0319,0.6094,3.19,60.94
09-Sep-21,513532,80.65,80.7,-0.0006,0.0397,0.0396,0.7566,3.96,75.66
09-Sep-21,513536,10.96,11.25,-0.0261,0.0297,0.0296,0.5655,2.96,56.55
09-Sep-21,513540,13.33,13.33,0,0.0236,0.0235,0.449,2.35,44.9
09-Sep-21,513548,80,78,0.0253,0.0288,0.0288,0.5502,2.88,55.02
09-Sep-21,513558,6.55,6.9,-0.0521,0.0403,0.0403,0.7699,4.03,76.99
09-Sep-21,513566,13.36,13.36,0,0.0319,0.0318,0.6075,3.18,60.75
09-Sep-21,513579,2.51,2.64,-0.0505,0.025,0.0251,0.4795,2.51,47.95
09-Sep-21,513642,22,22.05,-0.0023,0.0284,0.0284,0.5426,2.84,54.26
09-Sep-21,513687,4.31,4.31,0,0.0293,0.0293,0.5598,2.93,55.98
09-Sep-21,513693,58.1,57.45,0.0113,0.043,0.0429,0.8196,4.29,81.96
09-Sep-21,513699,26.6,28,-0.0513,0.0308,0.031,0.5923,3.1,59.23
09-Sep-21,513709,120.05,118.3,0.0147,0.0397,0.0396,0.7566,3.96,75.66
09-Sep-21,513713,7.18,7.24,-0.0083,0.0443,0.0442,0.8444,4.42,84.44
09-Sep-21,513721,10.7,10.7,0,0.0055,0.0055,0.1051,0.55,10.51
09-Sep-21,514010,4.14,3.95,0.047,0.034,0.0341,0.6515,3.41,65.15
09-Sep-21,514028,4.81,4.59,0.0468,0.0225,0.0227,0.4337,2.27,43.37
09-Sep-21,514030,306.5,291.95,0.0486,0.0414,0.0414,0.7909,4.14,79.09
09-Sep-21,514036,692.75,709.35,-0.0237,0.0379,0.0378,0.7222,3.78,72.22
09-Sep-21,514060,13.71,13.71,0,0.0021,0.0021,0.0401,0.21,4.01
09-Sep-21,514087,134.65,137.15,-0.0184,0.0393,0.0392,0.7489,3.92,74.89
09-Sep-21,514113,54.2,51.65,0.0482,0.031,0.0311,0.5942,3.11,59.42
09-Sep-21,514138,260.7,268.15,-0.0282,0.0339,0.0338,0.6457,3.38,64.57
09-Sep-21,514140,13.8,12.55,0.0949,0.0339,0.0345,0.6591,3.45,65.91
09-Sep-21,514165,16.7,16.05,0.0397,0.0389,0.0389,0.7432,3.89,74.32
09-Sep-21,514171,8.24,7.85,0.0485,0.0302,0.0303,0.5789,3.03,57.89
09-Sep-21,514183,183.3,183.25,0.0003,0.0301,0.03,0.5731,3,57.31
09-Sep-21,514197,28.65,27.3,0.0483,0.0299,0.03,0.5731,3,57.31
09-Sep-21,514215,263.25,268.55,-0.0199,0.0403,0.0402,0.768,4.02,76.8
09-Sep-21,514223,7.39,7.04,0.0485,0.0451,0.0451,0.8616,4.51,86.16
09-Sep-21,514236,0.1,0.1,0,0,0,0,0,0
09-Sep-21,514238,40,38.15,0.0474,0.0129,0.0133,0.2541,1.33,25.41
09-Sep-21,514240,2.57,2.7,-0.0493,0.0317,0.0318,0.6075,3.18,60.75
09-Sep-21,514248,32.2,30.7,0.0477,0.0251,0.0253,0.4834,2.53,48.34
09-Sep-21,514260,1.8,1.8,0,0.0075,0.0075,0.1433,0.75,14.33
09-Sep-21,514264,8.5,8.5,0,0.0408,0.0407,0.7776,4.07,77.76
09-Sep-21,514266,61.45,61.95,-0.0081,0.0401,0.04,0.7642,4,76.42
09-Sep-21,514272,17.7,16.9,0.0463,0.0274,0.0275,0.5254,2.75,52.54
09-Sep-21,514280,47.8,45.55,0.0482,0.0308,0.031,0.5923,3.1,59.23
09-Sep-21,514302,88.8,88.05,0.0085,0.0368,0.0367,0.7012,3.67,70.12
09-Sep-21,514312,7.39,7.05,0.0471,0.0264,0.0265,0.5063,2.65,50.63
09-Sep-21,514316,697,717.15,-0.0285,0.0292,0.0292,0.5579,2.92,55.79
09-Sep-21,514318,15.95,15.95,0,0.0206,0.0206,0.3936,2.06,39.36
09-Sep-21,514322,40,39.9,0.0025,0.0433,0.0432,0.8253,4.32,82.53
09-Sep-21,514324,20.45,21.5,-0.0501,0.0175,0.0178,0.3401,1.78,34.01
09-Sep-21,514330,16.95,16.15,0.0483,0.0264,0.0265,0.5063,2.65,50.63
09-Sep-21,514332,20,19.25,0.0382,0.0226,0.0227,0.4337,2.27,43.37
09-Sep-21,514336,8.22,8.22,0,0.007,0.007,0.1337,0.7,13.37
09-Sep-21,514358,12,11.5,0.0426,0.0277,0.0278,0.5311,2.78,53.11
09-Sep-21,514360,21,20.4,0.029,0.0376,0.0375,0.7164,3.75,71.64
09-Sep-21,514378,3.5,3.5,0,0.0169,0.0168,0.321,1.68,32.1
09-Sep-21,514394,29.25,28.9,0.012,0.0292,0.0291,0.556,2.91,55.6
09-Sep-21,514400,11.49,10.95,0.0481,0.0288,0.0289,0.5521,2.89,55.21
09-Sep-21,514402,15.24,15.24,0,0.0166,0.0166,0.3171,1.66,31.71
09-Sep-21,514412,19.35,18.5,0.0449,0.0317,0.0318,0.6075,3.18,60.75
09-Sep-21,514418,673.7,681,-0.0108,0.0327,0.0326,0.6228,3.26,62.28
09-Sep-21,514428,266.65,266.2,0.0017,0.0408,0.0407,0.7776,4.07,77.76
09-Sep-21,514440,13.54,13.54,0,0.0099,0.0099,0.1891,0.99,18.91
09-Sep-21,514442,21.2,21.2,0,0.0384,0.0384,0.7336,3.84,73.36
09-Sep-21,514448,841.05,805.3,0.0434,0.0406,0.0406,0.7757,4.06,77.57
09-Sep-21,514450,63.05,63.05,0,0.0375,0.0374,0.7145,3.74,71.45
09-Sep-21,514454,10,10.47,-0.0459,0.0306,0.0307,0.5865,3.07,58.65
09-Sep-21,514460,5.8,6,-0.0339,0.0262,0.0263,0.5025,2.63,50.25
09-Sep-21,514470,51.95,51.6,0.0068,0.0362,0.0361,0.6897,3.61,68.97
